"","code","word","psychometric"
"1497",21537,"to",324.130526315789
"1498",21538,"the",277.515789473684
"1499",21539,"U.S.",287.122105263158
"1500",21540,"Fifteenth",338.81
"1501",21541,"Air",354.621578947368
"1502",21542,"Force,",290.415263157895
"1503",21543,"to",286.815789473684
"1504",21544,"Field",348.751052631579
"1505",21545,"Marshal",369.603157894737
"1506",21546,"Montgomery's",390.725263157895
"1507",21547,"Eighth",363.088947368421
"1508",21548,"Army",339.167368421053
"1509",21549,"then",320.302631578947
"1510",21550,"racing",355.237368421053
"1511",21551,"up",286.400526315789
"1512",21552,"the",274.227894736842
"1513",21553,"calf",287.068947368421
"1514",21554,"of",306.483157894737
"1515",21555,"the",285.298421052632
"1516",21556,"boot",317.621578947368
"1517",21557,"of",304.425789473684
"1518",21558,"Italy",338.255789473684
"1519",21559,"in",293.454210526316
"1520",21560,"that",286.744736842105
"1521",21561,"early",318.644210526316
"1522",21562,"December",381.66
"1523",21563,"of",285.264210526316
"1524",21564,"1943.",338.507894736842
"1525",21565,"The",473.826842105263
"1526",21566,"John",321.436842105263
"1527",21567,"Harvey",361.991578947368
"1528",21568,"arrived",332.434736842105
"1529",21569,"in",303.504736842105
"1530",21570,"Bari,",308.711578947368
"1531",21571,"a",317.422105263158
"1532",21572,"port",369.807368421053
"1533",21573,"on",340.104736842105
"1534",21574,"the",316.052631578947
"1535",21575,"Adriatic,",698.331052631579
"1536",21576,"on",426.166315789474
"1537",21577,"November",381.368947368421
"1538",21578,"28th,",457.199473684211
"1539",21579,"making",347.640526315789
"1540",21580,"for",325.277894736842
"1541",21581,"Porto",298.308947368421
"1542",21582,"Nuovo,",564.855789473684
"1543",21583,"which,",463.231052631579
"1544",21584,"as",294.442105263158
"1545",21585,"the",291.49947368421
"1546",21586,"name",257.993684210526
"1547",21587,"indicates,",309.294736842105
"1548",21588,"was",326.716315789474
"1549",21589,"the",321.073684210526
"1550",21590,"ancient",316.011052631579
"1551",21591,"city's",351.097894736842
"1552",21592,"new",307.802105263158
"1553",21593,"and",287.461578947368
"1554",21594,"modern",288.777368421053
"1555",21595,"harbor.",379.331052631579
"1556",21596,"Hardly",437.635263157895
"1557",21597,"anyone",408.673684210526
"1558",21598,"ashore",351.974210526316
"1559",21599,"marked",350.24
"1560",21600,"her",385.130526315789
"1561",21601,"as",281.021578947368
"1562",21602,"she",281.341578947368
"1563",21603,"anchored",398.156315789474
"1564",21604,"stern-to",425.540526315789
"1565",21605,"off",449.233684210526
"1566",21606,"Berth",403.832631578947
"1567",21607,"29",438.780526315789
"1568",21608,"on",332.765789473684
"1569",21609,"the",366.840526315789
"1570",21610,"mole.",460.375263157895
"1571",21611,"If",304.648421052632
"1572",21612,"anyone",321.915789473684
"1573",21613,"thought",308.433157894737
"1574",21614,"of",294.407368421053
"1575",21615,"the",280.678421052632
"1576",21616,"John",275.671578947368
"1577",21617,"Harvey,",321.626315789474
"1578",21618,"it",294.392631578947
"1579",21619,"was",266.065263157895
"1580",21620,"to",262.493157894737
"1581",21621,"observe",311.129473684211
"1582",21622,"that",295.690526315789
"1583",21623,"she",274.25
"1584",21624,"was",298.014736842105
"1585",21625,"straddled",416.789473684211
"1586",21626,"by",338.032105263158
"1587",21627,"a",268.517368421053
"1588",21628,"pair",269.985789473684
"1589",21629,"of",278.748421052632
"1590",21630,"ships",288.351052631579
"1591",21631,"heavily",326.712631578947
"1592",21632,"laden",334.684210526316
"1593",21633,"with",322.445263157895
"1594",21634,"high",317.788947368421
"1595",21635,"explosive",327.888421052632
"1596",21636,"and",284.505263157895
"1597",21637,"if",289.601578947368
"1598",21638,"they",351.883684210526
"1599",21639,"were",284.453684210526
"1600",21640,"hit",321.129473684211
"1601",21641,"the",336.427368421053
"1602",21642,"John",282.422631578947
"1603",21643,"Harvey",306.548421052632
"1604",21644,"would",278.647368421053
"1605",21645,"likely",266.494736842105
"1606",21646,"be",276.087368421053
"1607",21647,"blown",269.549473684211
"1608",21648,"up",287.588421052632
"1609",21649,"with",313.906842105263
"1610",21650,"her",298.458421052632
"1611",21651,"own",247.671578947368
"1612",21652,"ammo",265.460526315789
"1613",21653,"and",292.056315789474
"1614",21654,"whatever",305.564736842105
"1615",21655,"else",309.785263157895
"1616",21656,"it",275.82
"1617",21657,"was",247.677368421053
"1618",21658,"that",262.359473684211
"1619",21659,"she",306.796315789474
"1620",21660,"carried.",322.803684210526
"1621",21661,"Which",308.727368421053
"1622",21662,"was",278.14
"1623",21663,"poison",329.562105263158
"1624",21664,"gas.",377.119473684211
"1625",21665,"It",335.901052631579
"1626",21666,"had",298.531052631579
"1627",21667,"required",331.825263157895
"1628",21668,"the",264.841578947368
"1629",21669,"approval",344.631052631579
"1630",21670,"of",278.492105263158
"1631",21671,"President",294.122105263158
"1632",21672,"Franklin",326.426842105263
"1633",21673,"Delano",378.478947368421
"1634",21674,"Roosevelt",413.327894736842
"1635",21675,"before",364.896842105263
"1636",21676,"the",347.276315789474
"1637",21677,"John",295.288947368421
"1638",21678,"Harvey",296.013684210526
"1639",21679,"could",311.761578947368
"1640",21680,"be",280.05
"1641",21681,"loaded",260.304736842105
"1642",21682,"with",326.069473684211
"1643",21683,"100",294.904736842105
"1644",21684,"tons",355.706315789474
"1645",21685,"of",265.113684210526
"1646",21686,"mustard",314.445263157895
"1647",21687,"gas",344.072631578947
"1648",21688,"and",333.909473684211
"1649",21689,"dispatched",329.533157894737
"1650",21690,"to",307.889473684211
"1651",21691,"the",291.623684210526
"1652",21692,"Italian",307.666315789474
"1653",21693,"warfront.",342.472631578947
"1654",21694,"For",332.262105263158
"1655",21695,"in",309.603684210526
"1656",21696,"a",283.637894736842
"1657",21697,"world",277.146315789474
"1658",21698,"as",255.148421052632
"1659",21699,"yet",297.595789473684
"1660",21700,"unacquainted",363.687894736842
"1661",21701,"with",358.956842105263
"1662",21702,"the",275.107368421053
"1663",21703,"horrors",291.727894736842
"1664",21704,"of",331.202105263158
"1665",21705,"the",260.717894736842
"1666",21706,"mushroom",311.461578947368
"1667",21707,"cloud,",370.561578947368
"1668",21708,"poison",359.095263157895
"1669",21709,"gas",347.105263157895
"1670",21710,"was",283.611578947368
"1671",21711,"still",352.156315789474
"1672",21712,"regarded",248.515789473684
"1673",21713,"as",278.785263157895
"1674",21714,"the",294.835789473684
"1675",21715,"ultimate",285.07
"1676",21716,"in",247.354736842105
"1677",21717,"hideous",296.288947368421
"1678",21718,"weapons.",335.901052631579
"1679",21719,"Throughout",310.744736842105
"1680",21720,"the",283.662105263158
"1681",21721,"early",336.052105263158
"1682",21722,"years",291.378947368421
"1683",21723,"of",261.811052631579
"1684",21724,"World",272.278947368421
"1685",21725,"War",255.075263157895
"1686",21726,"II,",296.119473684211
"1687",21727,"reports",309.05
"1688",21728,"persisted",320.011578947368
"1689",21729,"that",312.473157894737
"1690",21730,"the",272.761578947368
"1691",21731,"Axis",288.673684210526
"1692",21732,"powers",280.442105263158
"1693",21733,"had",276.842105263158
"1694",21734,"used",298.095789473684
"1695",21735,"gas --",311.593157894737
"1696",21736,"Germany",399.162105263158
"1697",21737,"in",308.94
"1698",21738,"Russia,",387.256315789474
"1699",21739,"Japan",341.952105263158
"1700",21740,"in",277.728421052632
"1701",21741,"China",309.653157894737
"1702",21742,"again.",336.465263157895
"1703",21743,"They",331.333157894737
"1704",21744,"were",289.288421052632
"1705",21745,"always",315.013157894737
"1706",21746,"denied.",298.164736842105
"1707",21747,"Influential",325.322631578947
"1708",21748,"people",342.15
"1709",21749,"in",260.700526315789
"1710",21750,"America",295.875789473684
"1711",21751,"were",271.625789473684
"1712",21752,"warning",292.318947368421
"1713",21753,"the",272.844736842105
"1714",21754,"Pentagon",307.018421052632
"1715",21755,"to",292.414210526316
"1716",21756,"be",291.881052631579
"1717",21757,"prepared",319.287894736842
"1718",21758,"against",286.010526315789
"1719",21759,"desperation",354.137894736842
"1720",21760,"gas",412.034736842105
"1721",21761,"attacks",406.679473684211
"1722",21762,"by",302.674736842105
"1723",21763,"the",285.317894736842
"1724",21764,"Germans",303.733157894737
"1725",21765,"in",263.604210526316
"1726",21766,"future",305.644736842105
"1727",21767,"campaigns.",359.417368421053
"1728",21768,"Some",283.951052631579
"1729",21769,"extremists",326.800526315789
"1730",21770,"went",310.502631578947
"1731",21771,"so",276.959473684211
"1732",21772,"far",268.318947368421
"1733",21773,"as",271.894736842105
"1734",21774,"to",248.652631578947
"1735",21775,"urge",247.343684210526
"1736",21776,"our",251.236315789474
"1737",21777,"using",274.776842105263
"1738",21778,"it",292.098947368421
"1739",21779,"first.",401.467894736842
"1740",21780,"To",265.143684210526
"1741",21781,"silence",268.872631578947
"1742",21782,"extremists,",271.465263157895
"1743",21783,"to",366.825789473684
"1744",21784,"warn",302.747368421053
"1745",21785,"the",285.916315789474
"1746",21786,"Axis,",287.631578947368
"1747",21787,"President",344.800526315789
"1748",21788,"Roosevelt",320.465789473684
"1749",21789,"issued",287.624210526316
"1750",21790,"this",281.482631578947
"1751",21791,"statement",310.301578947368
"1752",21792,"for",263.003684210526
"1753",21793,"the",268.002631578947
"1754",21794,"Allies",261.888421052632
"1755",21795,"in",267.169473684211
"1756",21796,"August:",339.380526315789
"1757",21797,"""From",298.671052631579
"1758",21798,"time",330.817894736842
"1759",21799,"to",261.337894736842
"1760",21800,"time",271.511052631579
"1761",21801,"since",276.205263157895
"1762",21802,"the",275.553684210526
"1763",21803,"present",334.145789473684
"1764",21804,"war",295.514210526316
"1765",21805,"began",391.823684210526
"1766",21806,"there",307.487894736842
"1767",21807,"have",363.085789473684
"1768",21808,"been",262.243684210526
"1769",21809,"reports",287.440526315789
"1770",21810,"that",271.761052631579
"1771",21811,"one",291.736315789474
"1772",21812,"or",274.646315789474
"1773",21813,"more",292.965263157895
"1774",21814,"of",253.260526315789
"1775",21815,"the",256.1
"1776",21816,"Axis",282.149473684211
"1777",21817,"powers",316.174736842105
"1778",21818,"were",283.449473684211
"1779",21819,"seriously",271.288947368421
"1780",21820,"contemplating",359.347894736842
"1781",21821,"use",323.361578947368
"1782",21822,"of",292.187894736842
"1783",21823,"poisonous",345.27
"1784",21824,"gas",294.973684210526
"1785",21825,"or",267.498947368421
"1786",21826,"noxious",289.74
"1787",21827,"gases",339.432105263158
"1788",21828,"or",305.211052631579
"1789",21829,"other",311.82
"1790",21830,"inhumane",253.156315789474
"1791",21831,"devices",385.744210526316
"1792",21832,"of",319.375263157895
"1793",21833,"warfare.",308.144736842105
"1794",21834,"I",280.131578947368
"1795",21835,"have",282.417894736842
"1796",21836,"been",279.097368421053
"1797",21837,"loath",257.543157894737
"1798",21838,"to",324.716315789474
"1799",21839,"believe",363.857368421053
"1800",21840,"that",315.918947368421
"1801",21841,"any",249.672105263158
"1802",21842,"nation,",294.683157894737
"1803",21843,"even",268.602105263158
"1804",21844,"our",280.462105263158
"1805",21845,"present",308.166842105263
"1806",21846,"enemies,",322.49
"1807",21847,"could",357.834736842105
"1808",21848,"or",271.847368421053
"1809",21849,"would",248.294736842105
"1810",21850,"be",250.995789473684
"1811",21851,"willing",269.522105263158
"1812",21852,"to",265.238947368421
"1813",21853,"loose",247.011052631579
"1814",21854,"upon",330.346842105263
"1815",21855,"mankind",366.211578947368
"1816",21856,"such",366.134736842105
"1817",21857,"terrible",334.753684210526
"1818",21858,"and",309.034736842105
"1819",21859,"inhumane",323.517368421053
"1820",21860,"weapons.",354.366315789474
"1821",21861,"""However,",320.202631578947
"1822",21862,"evidence",407.492105263158
"1823",21863,"that",288.186842105263
"1824",21864,"the",285.424210526316
"1825",21865,"Axis",259.897368421053
"1826",21866,"powers",285.89
"1827",21867,"are",276.371578947368
"1828",21868,"making",272.497368421053
"1829",21869,"significant",319.706842105263
"1830",21870,"preparations",355.056315789474
"1831",21871,"indicative",363.56
"1832",21872,"of",351.837368421053
"1833",21873,"such",304.617894736842
"1834",21874,"an",308.703157894737
"1835",21875,"intention",341.133684210526
"1836",21876,"is",317.243684210526
"1837",21877,"being",280.728421052632
"1838",21878,"reported",296.83
"1839",21879,"with",298.524210526316
"1840",21880,"increasing",339.387368421053
"1841",21881,"frequency",320.135263157895
"1842",21882,"from",321.088947368421
"1843",21883,"a",290.770526315789
"1844",21884,"variety",269.464736842105
"1845",21885,"of",282.023684210526
"1846",21886,"sources.",314.084736842105
"1847",21887,"""Use",303.43
"1848",21888,"of",336.014210526316
"1849",21889,"such",261.413157894737
"1850",21890,"weapons",268.381052631579
"1851",21891,"has",289.251578947368
"1852",21892,"been",275.252105263158
"1853",21893,"outlawed",306.190526315789
"1854",21894,"by",270.277894736842
"1855",21895,"the",277.070526315789
"1856",21896,"general",249.476842105263
"1857",21897,"opinion",278.205263157895
"1858",21898,"of",309.705263157895
"1859",21899,"civilized",300.161052631579
"1860",21900,"mankind.",303.268947368421
"1861",21901,"This",310.067368421053
"1862",21902,"country",312.430526315789
"1863",21903,"has",351.602631578947
"1864",21904,"not",314.075263157895
"1865",21905,"used",300.613684210526
"1866",21906,"them,",267.212105263158
"1867",21907,"and",270.788947368421
"1868",21908,"I",245.317368421053
"1869",21909,"hope",220.707894736842
"1870",21910,"that",244.992631578947
"1871",21911,"we",244.537894736842
"1872",21912,"never",254.470526315789
"1873",21913,"will",274.071052631579
"1874",21914,"be",251.679473684211
"1875",21915,"compelled",239.280526315789
"1876",21916,"to",274.471578947368
"1877",21917,"use",247.314210526316
"1878",21918,"them.",260.035263157895
"1879",21919,"I",268.218421052632
"1880",21920,"state",281.907894736842
"1881",21921,"categorically",372.191578947368
"1882",21922,"that",470.495789473684
"1883",21923,"we",336.372631578947
"1884",21924,"shall",294.642105263158
"1885",21925,"under",262.528421052632
"1886",21926,"no",292.779473684211
"1887",21927,"circumstances",284.255263157895
"1888",21928,"resort",307.889473684211
"1889",21929,"to",303.95
"1890",21930,"the",250.499473684211
"1891",21931,"use",296.216842105263
"1892",21932,"of",236.73
"1893",21933,"such",251.584736842105
"1894",21934,"weapons",245.366315789474
"1895",21935,"unless",237.053684210526
"1896",21936,"they",261.166842105263
"1897",21937,"are",244.112631578947
"1898",21938,"first",273.371578947368
"1899",21939,"used",244.237368421053
"1900",21940,"by",254.252105263158
"1901",21941,"our",238.779473684211
"1902",21942,"enemies.""",259.227368421053
"1903",21943,"The",264.095789473684
"1904",21944,"following",326.34
"1905",21945,"month",278.332105263158
"1906",21946,"the",340.413157894737
"1907",21947,"invasion",289.559473684211
"1908",21948,"of",241.172631578947
"1909",21949,"Italy",266.985263157895
"1910",21950,"was",270.127368421053
"1911",21951,"begun,",275.501052631579
"1912",21952,"and",316.969473684211
"1913",21953,"Roosevelt",324.359473684211
"1914",21954,"gave",291.641052631579
"1915",21955,"effect",348.076315789474
"1916",21956,"to",310.136842105263
"1917",21957,"his",268.872631578947
"1918",21958,"warning",287.463684210526
"1919",21959,"by",294.363684210526
"1920",21960,"consenting",275.459473684211
"1921",21961,"to",376.715263157895
"1922",21962,"the",273.183157894737
"1923",21963,"stockpiling",344.508947368421
"1924",21964,"of",337.307368421053
"1925",21965,"poison",297.838947368421
"1926",21966,"gas",263.748421052632
"1927",21967,"in",283.327894736842
"1928",21968,"southern",317.071052631579
"1929",21969,"Italy.",289.977368421053
"1930",21970,"Bari",312.932631578947
"1931",21971,"was",287.394210526316
"1932",21972,"chosen",270.025789473684
"1933",21973,"as",266.441052631579
"1934",21974,"a",254.014736842105
"1935",21975,"depot,",327.232105263158
"1936",21976,"not",300.409473684211
"1937",21977,"only",291.030526315789
"1938",21978,"for",260.467894736842
"1939",21979,"its",246.092631578947
"1940",21980,"seeming",279.872631578947
"1941",21981,"safety,",325.627894736842
"1942",21982,"but",284.486842105263
"1943",21983,"because",249.171052631579
"1944",21984,"of",245.06
"1945",21985,"its",290.767894736842
"1946",21986,"proximity",262.313684210526
"1947",21987,"to",259.013684210526
"1948",21988,"airfields.",262.056842105263
"1949",21989,"Any",248.487894736842
"1950",21990,"retaliatory",330.986315789474
"1951",21991,"gas",382.462631578947
"1952",21992,"attack",302.345263157895
"1953",21993,"would",268.68
"1954",21994,"be",256.545789473684
"1955",21995,"airborne.",320.055789473684
"1956",21996,"It",287.327894736842
"1957",21997,"would",277.673157894737
"1958",21998,"be",271.145263157895
"1959",21999,"made",264.462105263158
"1960",22000,"in",245.465263157895
"1961",22001,"three",249.487368421053
"1962",22002,"waves --",324.798947368421
"1963",22003,"the",290.964210526316
"1964",22004,"first",275.276842105263
"1965",22005,"to",296.388947368421
"1966",22006,"lay",290.957894736842
"1967",22007,"down",258.836842105263
"1968",22008,"a",262.286842105263
"1969",22009,"smokescreen,",329.317894736842
"1970",22010,"the",390.627894736842
"1971",22011,"second",252.358947368421
"1972",22012,"to",271.709473684211
"1973",22013,"drop",251.422631578947
"1974",22014,"the",268.367368421053
"1975",22015,"gas",240.641052631579
"1976",22016,"bombs,",271.357368421053
"1977",22017,"the",468.465263157895
"1978",22018,"third",635.890526315789
"1979",22019,"to",249.027368421053
"1980",22020,"shower",289.663684210526
"1981",22021,"incendiaries",432.159473684211
"1982",22022,"which",399.556315789474
"1983",22023,"would",333.321052631579
"1984",22024,"burn",341.713684210526
"1985",22025,"everything",303.074210526316
"1986",22026,"below.",332.569473684211
"1987",22027,"So",270.229473684211
"1988",22028,"the",269.181052631579
"1989",22029,"vile",251.284210526316
"1990",22030,"cargo",292.644736842105
"1991",22031,"went",268.702631578947
"1992",22032,"into",275.81
"1993",22033,"the",266.723157894737
"1994",22034,"hole",231.299473684211
"1995",22035,"of",260.334736842105
"1996",22036,"the",228.972105263158
"1997",22037,"John",257.186315789474
"1998",22038,"Harvey.",303.718421052632
"1999",22039,"A",288.593157894737
"2000",22040,"detachment",403.157368421053
"2001",22041,"of",285.124736842105
"2002",22042,"six",256.252631578947
"2003",22043,"men",275.011578947368
"2004",22044,"from",238.432631578947
"2005",22045,"the",243.887894736842
"2006",22046,"701st",271.182105263158
"2007",22047,"Chemical",416.366842105263
"2008",22048,"Maintenance",314.175263157895
"2009",22049,"Company",335.931578947368
"2010",22050,"under",271.046315789474
"2011",22051,"First",267.05
"2012",22052,"Lt.",306.548947368421
"2013",22053,"Howard",408.884736842105
"2014",22054,"D.",293.927894736842
"2015",22055,"Beckstrom",292.687368421053
"2016",22056,"went",322.195263157895
"2017",22057,"aboard,",320.895789473684
"2018",22058,"followed",348.105263157895
"2019",22059,"by",272.829473684211
"2020",22060,"Lt.",248.748947368421
"2021",22061,"Thomas",281.977894736842
"2022",22062,"H.",300.703684210526
"2023",22063,"Richardson,",302.511052631579
"2024",22064,"the",313.744210526316
"2025",22065,"Cargo",253.117368421053
"2026",22066,"Security",630.328947368421
"2027",22067,"Officer.",286.563684210526
"2028",22068,"Secrecy",382.899473684211
"2029",22069,"was",325.53
"2030",22070,"paramount.",333.086315789474
"2031",22071,"Only",272.543684210526
"2032",22072,"a",251.091578947368
"2033",22073,"few",241.352105263158
"2034",22074,"other",227.016842105263
"2035",22075,"people --",241.454736842105
"2036",22076,"very",272.042105263158
"2037",22077,"important",275.206842105263
"2038",22078,"people --",289.575789473684
"2039",22079,"knew",288.645789473684
"2040",22080,"of",246.290526315789
"2041",22081,"the",245.818421052632
"2042",22082,"nitrogen-mustard",406.503684210526
"2043",22083,"eggs",496.877894736842
"2044",22084,"nestled",362.7
"2045",22085,"below",323.323684210526
"2046",22086,"decks.",317.977894736842
"2047",22087,"No",257.294736842105
"2048",22088,"one",287.423684210526
"2049",22089,"else",250.976315789474
"2050",22090,"must",258.643157894737
"2051",22091,"know.",302.948421052632
"2052",22092,"Thus,",307.585263157895
"2053",22093,"in",291.041052631579
"2054",22094,"the",275.928947368421
"2055",22095,"immemorial",288.889473684211
"2056",22096,"way --",506.894736842105
"2057",22097,"in",325.265789473684
"2058",22098,"the",282.008421052632
"2059",22099,"way",264.94
"2060",22100,"of",281.428421052632
"2061",22101,"the",247.596315789474
"2062",22102,"right",255.558421052632
"2063",22103,"hand",312.899473684211
"2064",22104,"that",304.165789473684
"2065",22105,"knows",298.145263157895
"2066",22106,"and",297.175263157895
"2067",22107,"the",274.328421052632
"2068",22108,"left",276.358421052632
"2069",22109,"that",272.626842105263
"2070",22110,"does",273.382631578947
"2071",22111,"not --",310.221052631579
"2072",22112,"was",371.409473684211
"2073",22113,"the",313.096315789474
"2074",22114,"stage",271.547368421053
"2075",22115,"set",275.53
"2076",22116,"for",259.171578947368
"2077",22117,"tragedy",290.523157894737
"2078",22118,"at",278.633684210526
"2079",22119,"Bari.",419.595789473684
"2080",23000,"Franklin",409.200434782609
"2081",23001,"D.",352.267826086957
"2082",23002,"Lee",261.55
"2083",23003,"proved",340.606956521739
"2084",23004,"a",392.283043478261
"2085",23005,"man",320.426956521739
"2086",23006,"of",268.721304347826
"2087",23007,"prompt",252.340434782609
"2088",23008,"action",293.045652173913
"2089",23009,"when",247.754347826087
"2090",23010,"Mrs.",269.317826086957
"2091",23011,"Claire",304.420869565217
"2092",23012,"Shaefer,",385.03347826087
"2093",23013,"accompanied",411.61652173913
"2094",23014,"by",294.617391304348
"2095",23015,"a",266.475652173913
"2096",23016,"friend,",257.876956521739
"2097",23017,"visited",299.135652173913
"2098",23018,"him",245.739565217391
"2099",23019,"in",263.70347826087
"2100",23020,"Bakersfield,",362.003043478261
"2101",23021,"California,",375.986956521739
"2102",23022,"several",399.096086956522
"2103",23023,"months",309.129130434783
"2104",23024,"ago",259.999565217391
"2105",23025,"as",238.76
"2106",23026,"a",250.373043478261
"2107",23027,"prospective",342.658695652174
"2108",23028,"patient.",316.895217391304
"2109",23029,"""Doctor""",296.457391304348
"2110",23030,"Lee",277.26652173913
"2111",23031,"asked",280.700434782609
"2112",23032,"her",342.212173913044
"2113",23033,"to",283.520869565217
"2114",23034,"lie",399.645217391304
"2115",23035,"down",337.265652173913
"2116",23036,"on",270.112173913043
"2117",23037,"a",265.325652173913
"2118",23038,"bed",231.445652173913
"2119",23039,"and",245.04652173913
"2120",23040,"remove",248.874347826087
"2121",23041,"her",226.965652173913
"2122",23042,"shoes.",263.751304347826
"2123",23043,"Then,",245.493043478261
"2124",23044,"by",238.188695652174
"2125",23045,"squeezing",285.753043478261
"2126",23046,"her",264.36
"2127",23047,"foot",259.933043478261
"2128",23048,"three",285.894782608696
"2129",23049,"times,",334.409565217391
"2130",23050,"he",249.754347826087
"2131",23051,"came",239.900434782609
"2132",23052,"up --",242.935652173913
"2133",23053,"presto --",371.526086956522
"2134",23054,"with",328.319130434783
"2135",23055,"a",258.757826086957
"2136",23056,"different",271.612173913043
"2137",23057,"diagnosis",317.36652173913
"2138",23058,"with",299.062608695652
"2139",23059,"each",339.100869565217
"2140",23060,"squeeze.",445.633043478261
"2141",23061,"She",297.323043478261
"2142",23062,"had --",266.983043478261
"2143",23063,"he",292.699130434783
"2144",23064,"informed",414.825652173913
"2145",23065,"her --",317.998260869565
"2146",23066,"kidney",355.805652173913
"2147",23067,"trouble,",311.130869565217
"2148",23068,"liver",359.728260869565
"2149",23069,"trouble,",334.058260869565
"2150",23070,"and",362.325652173913
"2151",23071,"a",273.692608695652
"2152",23072,"severe",278.528260869565
"2153",23073,"female",313.386956521739
"2154",23074,"disorder.",395.359130434783
"2155",23075,"(He",261.845652173913
"2156",23076,"explained",314.822173913043
"2157",23077,"that",274.707391304348
"2158",23078,"he",271.894347826087
"2159",23079,"could",267.562173913043
"2160",23080,"diagnose",267.653913043478
"2161",23081,"these",326.067391304348
"2162",23082,"ailments",288.281304347826
"2163",23083,"from",295.176086956522
"2164",23084,"squeezing",268.10347826087
"2165",23085,"her",274.334782608696
"2166",23086,"foot",277.99652173913
"2167",23087,"because",283.986086956522
"2168",23088,"all",255.290869565217
"2169",23089,"of",263.965652173913
"2170",23090,"the",238.213043478261
"2171",23091,"nervous",399.277826086957
"2172",23092,"system",256.909565217391
"2173",23093,"was",348.494347826087
"2174",23094,"connected",378.255217391304
"2175",23095,"to",281.94
"2176",23096,"it.)",419.742173913043
"2177",23097,"He",284.794347826087
"2178",23098,"knew",302.356086956522
"2179",23099,"just",274.464347826087
"2180",23100,"the",321.367391304348
"2181",23101,"thing",301.326086956522
"2182",23102,"for",246.629130434783
"2183",23103,"her --",256.613913043478
"2184",23104,"a",262.740869565217
"2185",23105,"treatment",284.981304347826
"2186",23106,"from",295.254347826087
"2187",23107,"his",276.175217391304
"2188",23108,"""cosmic",253.99
"2189",23109,"light",350.212173913044
"2190",23110,"ozone",344.034782608696
"2191",23111,"generator""",491.363913043478
"2192",23112,"machine.",422.583043478261
"2193",23113,"As",277.530869565217
"2194",23114,"he",273.774347826087
"2195",23115,"applied",302.369130434783
"2196",23116,"the",282.688260869565
"2197",23117,"applicator",275.108260869565
"2198",23118,"extending",400.634782608696
"2199",23119,"from",416.406956521739
"2200",23120,"the",306.583913043478
"2201",23121,"machine --",330.864347826087
"2202",23122,"which",340.227391304348
"2203",23123,"consisted",403.86652173913
"2204",23124,"of",310.173913043478
"2205",23125,"seven",309.165652173913
"2206",23126,"differently",287.494347826087
"2207",23127,"colored",354.003043478261
"2208",23128,"neon",306.991739130435
"2209",23129,"tubes",338.217391304348
"2210",23130,"superimposed",504.91652173913
"2211",23131,"on",414.553913043478
"2212",23132,"a",298.012608695652
"2213",23133,"rectangular",336.205217391304
"2214",23134,"base --",346.281304347826
"2215",23135,"to",319.924782608696
"2216",23136,"the",337.897391304348
"2217",23137,"supposedly",353.77652173913
"2218",23138,"diseased",371.361739130435
"2219",23139,"portions",372.494347826087
"2220",23140,"of",309.234782608696
"2221",23141,"Mrs.",263.466086956522
"2222",23142,"Shaefer's",276.002608695652
"2223",23143,"body,",281.420869565217
"2224",23144,"Lee",288.670434782609
"2225",23145,"kept",270.403043478261
"2226",23146,"up",275.6
"2227",23147,"a",254.337391304348
"2228",23148,"steady",253.391304347826
"2229",23149,"stream",291.642608695652
"2230",23150,"of",271.51652173913
"2231",23151,"pseudo-scientific",570.306956521739
"2232",23152,"mumbo-jumbo.",654.224347826087
"2233",23153,"Yes,",308.508695652174
"2234",23154,"the",255.448260869565
"2235",23155,"ozone",266.923913043478
"2236",23156,"from",283.696956521739
"2237",23157,"his",286.540434782609
"2238",23158,"machine",297.737391304348
"2239",23159,"would",334.529130434783
"2240",23160,"cure",320.959130434783
"2241",23161,"practically",288.969565217391
"2242",23162,"everything,",328.212173913044
"2243",23163,"he",301.775652173913
"2244",23164,"assured",259.030434782609
"2245",23165,"her.",284.64347826087
"2246",23166,"Did",283.860869565217
"2247",23167,"she",257.129130434783
"2248",23168,"know,",266.629565217391
"2249",23169,"he",309.839565217391
"2250",23170,"asked,",351.035652173913
"2251",23171,"why",297.542173913043
"2252",23172,"the",264.426956521739
"2253",23173,"colors",277.390434782609
"2254",23174,"of",277.344782608696
"2255",23175,"the",260.603913043478
"2256",23176,"tubes",248.982608695652
"2257",23177,"were",253.977826086957
"2258",23178,"important",326.204347826087
"2259",23179,"to",248.41347826087
"2260",23180,"people's",254.671739130435
"2261",23181,"health?",482.373043478261
"2262",23182,"The",253.404347826087
"2263",23183,"human",319.732173913043
"2264",23184,"body --",275.905217391304
"2265",23185,"he",299.62652173913
"2266",23186,"pointed",273.245217391304
"2267",23187,"out,",261.722173913043
"2268",23188,"for",246.866086956522
"2269",23189,"example --",279.343913043478
"2270",23190,"required",283.574347826087
"2271",23191,"33",272.163043478261
"2272",23192,"units",300.758260869565
"2273",23193,"of",264.404782608696
"2274",23194,"blue",241.644782608696
"2275",23195,"light.",323.746956521739
"2276",23196,"For",246.121739130435
"2277",23197,"that",245.901739130435
"2278",23198,"reason,",259.46347826087
"2279",23199,"he",281.242608695652
"2280",23200,"informed",262.536956521739
"2281",23201,"her,",244.200869565217
"2282",23202,"the",241.304782608696
"2283",23203,"Lord",254.653043478261
